% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 54.13    0.307897          30     10000           sendto
 34.79    0.197878          19     10005           recvfrom
 10.56    0.060091          27      2186         1 epoll_pwait
  0.14    0.000796          61        13           close
  0.11    0.000625         625         1           execve
  0.06    0.000359          44         8           mmap
  0.03    0.000157           6        24           fcntl
  0.03    0.000145          36         4           mprotect
  0.02    0.000134          10        13         2 accept
  0.02    0.000129          10        12           epoll_ctl
  0.02    0.000095           7        12           setsockopt
  0.02    0.000089          29         3           munmap
  0.01    0.000076          25         3           brk
  0.01    0.000074          37         2           openat
  0.01    0.000067          67         1           read
  0.01    0.000066          22         3           fstat
  0.01    0.000033          33         1         1 faccessat
  0.00    0.000028          28         1           socket
  0.00    0.000023          23         1           rseq
  0.00    0.000022          22         1           set_tid_address
  0.00    0.000022          22         1           bind
  0.00    0.000020          20         1           set_robust_list
  0.00    0.000011          11         1           epoll_create1
  0.00    0.000008           8         1           listen
  0.00    0.000004           4         1           prlimit64
  0.00    0.000003           3         1           rt_sigaction
  0.00    0.000003           3         1           getrandom
------ ----------- ----------- --------- --------- ----------------
100.00    0.568855          25     22301         4 total
