% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 99.64    8.883238        1634      5434           io_uring_enter
  0.29    0.025829           9      2716           setsockopt
  0.02    0.001748          49        35           write
  0.01    0.001329          14        91           brk
  0.01    0.001233          14        88           madvise
  0.01    0.000625         625         1           execve
  0.01    0.000503          45        11           mmap
  0.00    0.000231         231         1           io_uring_setup
  0.00    0.000172          57         3           fstat
  0.00    0.000130          32         4           mprotect
  0.00    0.000118          39         3           munmap
  0.00    0.000072          36         2           close
  0.00    0.000067          67         1           read
  0.00    0.000065          32         2           openat
  0.00    0.000053          26         2           fcntl
  0.00    0.000045          45         1           listen
  0.00    0.000043          43         1           socket
  0.00    0.000034          34         1           set_tid_address
  0.00    0.000029          29         1           bind
  0.00    0.000027          27         1           getrandom
  0.00    0.000026          26         1           prlimit64
  0.00    0.000026          26         1           rseq
  0.00    0.000023          23         1           set_robust_list
  0.00    0.000021          21         1           rt_sigaction
  0.00    0.000004           4         1         1 faccessat
------ ----------- ----------- --------- --------- ----------------
100.00    8.915691        1060      8404         1 total
