% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 99.57    8.310321        1532      5423           io_uring_enter
  0.36    0.029633          10      2710           setsockopt
  0.02    0.001928          60        32           write
  0.02    0.001555          17        91           brk
  0.02    0.001303          14        87           madvise
  0.01    0.000421          38        11           mmap
  0.00    0.000291          72         4           mprotect
  0.00    0.000239         239         1           io_uring_setup
  0.00    0.000135         135         1           rseq
  0.00    0.000111         111         1           socket
  0.00    0.000043          21         2           fcntl
  0.00    0.000041          41         1           listen
  0.00    0.000037          37         1           bind
  0.00    0.000035          11         3           munmap
  0.00    0.000033          33         1           set_tid_address
  0.00    0.000029           9         3           fstat
  0.00    0.000029          29         1           prlimit64
  0.00    0.000028          28         1           set_robust_list
  0.00    0.000027          13         2           close
  0.00    0.000024          24         1           rt_sigaction
  0.00    0.000024          24         1           getrandom
  0.00    0.000000           0         1         1 faccessat
  0.00    0.000000           0         2           openat
  0.00    0.000000           0         1           read
  0.00    0.000000           0         1           execve
------ ----------- ----------- --------- --------- ----------------
100.00    8.346287         995      8383         1 total
