% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 53.30    0.889510          33     26220           sendto
 40.08    0.668997          25     26221           recvfrom
  2.44    0.040783           8      5006           fcntl
  1.69    0.028130          11      2504         2 accept
  1.26    0.020950           8      2503           setsockopt
  0.88    0.014658        1047        14           ppoll
  0.11    0.001866          54        34           write
  0.08    0.001332          16        81           brk
  0.06    0.000942          12        78           madvise
  0.04    0.000586         586         1           execve
  0.03    0.000428         107         4           mprotect
  0.02    0.000268          33         8           mmap
  0.01    0.000147          49         3           munmap
  0.00    0.000067          22         3           close
  0.00    0.000064          32         2           openat
  0.00    0.000061          20         3           fstat
  0.00    0.000037          37         1           bind
  0.00    0.000032          32         1           getrandom
  0.00    0.000027          27         1           set_tid_address
  0.00    0.000026          26         1           set_robust_list
  0.00    0.000025          25         1           prlimit64
  0.00    0.000023          23         1           listen
  0.00    0.000022          22         1           rseq
  0.00    0.000005           5         1         1 faccessat
  0.00    0.000004           4         1           read
  0.00    0.000000           0         1           rt_sigaction
  0.00    0.000000           0         1           socket
------ ----------- ----------- --------- --------- ----------------
100.00    1.668990          26     62696         3 total
