% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 55.41    0.914706          34     26223           sendto
 41.08    0.678175          25     26225           recvfrom
  1.19    0.019656           9      2004           fcntl
  0.82    0.013586          13      1003         2 accept
  0.74    0.012217         407        30           ppoll
  0.61    0.010033          10      1002           setsockopt
  0.04    0.000665          51        13           write
  0.04    0.000621          18        34           brk
  0.02    0.000380          12        31           madvise
  0.01    0.000212          53         4           mprotect
  0.01    0.000110          13         8           mmap
  0.00    0.000076          25         3           munmap
  0.00    0.000056          18         3           fstat
  0.00    0.000053          17         3           close
  0.00    0.000052          52         1           socket
  0.00    0.000047          47         1           set_tid_address
  0.00    0.000033          33         1           listen
  0.00    0.000031          31         1           bind
  0.00    0.000024          24         1           rt_sigaction
  0.00    0.000022          22         1           prlimit64
  0.00    0.000012           6         2           openat
  0.00    0.000005           5         1         1 faccessat
  0.00    0.000004           4         1           getrandom
  0.00    0.000003           3         1           read
  0.00    0.000003           3         1           set_robust_list
  0.00    0.000003           3         1           rseq
  0.00    0.000000           0         1           execve
------ ----------- ----------- --------- --------- ----------------
100.00    1.650785          29     56600         3 total
